Navn,Lønartnr,Udskrivnings sekvens,Type
Medarbejder Obligation saldo,7809,7809,VARIABEL
Timer til ATP,7950,7950,VARIABEL
Timer til ATP & E-indkomst,7951,7951,VARIABEL
Timer til E-indkomst,7952,7952,VARIABEL
Barselsfond MD stop,8078,8078,FAST
Barselsfond 14dg løn stop,8079,8079,FAST
ATP E-sats månedslønnede,8080,8080,STILLINGSKATEGORI
ATP E-sats timelønnede,8081,8081,STILLINGSKATEGORI
ATP E-sats timer x sats,8082,8082,STILLINGSKATEGORI
ATP F-sats månedslønnede,8083,8083,STILLINGSKATEGORI
ATP F-sats timelønnede,8084,8084,STILLINGSKATEGORI
ATP F-sats timer x sats,8085,8085,STILLINGSKATEGORI
ATP A-sats aflønning pr. måned,8090,8090,STILLINGSKATEGORI
ATP B-sats månedslønnede,8091,8091,STILLINGSKATEGORI
ATP C-sats månedslønnede,8092,8092,STILLINGSKATEGORI
ATP A-sats aflønning pr. 14-dag,8093,8093,STILLINGSKATEGORI
ATP timer x sats timelønnede,8094,8094,STILLINGSKATEGORI
ATP C-sats timelønnede,8095,8095,STILLINGSKATEGORI
ATP A-sats timer x sats,8096,8096,STILLINGSKATEGORI
ATP,8098,8098,FAST
ATP stop,8099,8099,FAST
ATP timer A-sats,8105,8105,VARIABEL
ATP timer E-sats,8109,8109,VARIABEL
ATP timer B-sats,8115,8115,VARIABEL
ATP timer F-sats,8119,8119,VARIABEL
ATP timer C-sats,8125,8125,VARIABEL
ATP ukendt tid A-sats,8130,8130,STILLINGSKATEGORI
ATP ukendt tid E-sats,8131,8131,STILLINGSKATEGORI
ATP ukendt tid F-sats,8132,8132,STILLINGSKATEGORI
ATP ukendt tid B-sats,8140,8140,STILLINGSKATEGORI
ATP ukendt tid C-sats,8150,8150,STILLINGSKATEGORI
ATP korrektion A-sats,8161,8161,VARIABEL
ATP korrektion B-sats,8162,8162,VARIABEL
ATP korrektion C-sats,8163,8163,VARIABEL
ATP korrektion E-sats,8165,8165,VARIABEL
ATP korrektion F-sats,8166,8166,VARIABEL
ATP firmabidrag regulering,8172,8172,VARIABEL
Barselsfond MD,8180,8180,STILLINGSKATEGORI
Barselsfond 14dg,8181,8181,STILLINGSKATEGORI
Barselsfond MD,8182,8182,FAST
Barselsfond 14dg,8183,8183,FAST
Barselsfond MD,8184,8184,FAST
Barselsfond 14dg,8185,8185,FAST
Barselsfond sats løsarbejder,8187,8187,STILLINGSKATEGORI
Barselsfond sats løsarbejder,8188,8188,FAST
Skattedage i perioden,8190,8190,VARIABEL
"Skat, AM- og SP-bidr. grupp.",8199,8199,STILLINGSKATEGORI
Ferie indeværende år kontant,54141,8200,VARIABEL
Feriepenge fond(kontant),54146,8200,VARIABEL
"AM-bidrag stop (jf. ligningslovens §53A, felt 13 og indkomsttype 09)",8209,8209,FAST
AM-bidrag stop (felt 14),8210,8210,FAST
Rettelse AM Grundlag,12381,8218,VARIABEL
Regulering AM-bidrag,8221,8221,VARIABEL
Regulering AM-bidrag EFTREG,12221,8221,VARIABELEFTREG
Bidrag til obl. socialsik. udl,8223,8223,VARIABEL
Regulering A-skat,8251,8251,VARIABEL
Regulering A-skat EFTREG.,12251,8251,VARIABELEFTREG
Feriefri brutto,8284,8284,STILLINGSKATEGORI
Korr Dage/FP Løbende beregning,40055,8298,VARIABELEFTREG
Sygeferiepenge - lb. beregnet,40065,8298,VARIABELEFTREG
Sygeferiepenge - lb. beregnet,40067,8298,VARIABELEFTREG
Tildel Forskudsferie Lb.indb.,4767,8300,VARIABELEFTREG
Korr. fratr. Feriep/dage I år,40120,8302,VARIABEL
Feriepenge tidl. år (dage),40125,8306,VARIABEL
Korr. fratr. Feriep/dage S år,40130,8306,VARIABEL
AM-grundlag feriepenge,8319,8319,VARIABEL
Anmodet Feriekort udbetaling,4790,8324,VARIABELEFTREG
Stop bundfradrag lb.f.skat,8349,8349,STILLINGSKATEGORI
Overførsel til FerieKonto reg.,8392,8392,VARIABEL
Fritvalgskonto- ferieafregning,4441,8410,VARIABEL
Fritvalgskonto-ferieafregning,4442,8410,VARIABEL
Feriepenge fond (kort),54144,8452,VARIABEL
Feriekonto manuel afr. alle,8486,8486,VARIABEL
Overføres til FerieKonto reg.,8491,8491,VARIABEL
F.kr.konto manuel afr. år 0,8492,8492,VARIABEL
F.kr.konto manuel afr. år-1,8546,8546,VARIABEL
F.kr.konto manuel afr. år-2,8596,8596,VARIABEL
Jubilæumsgratiale,5500,8620,VARIABEL
Fratrædelsesgodtgørelse,5501,8620,VARIABELEFTREG
Tinggave ved jubilæum,5510,8620,VARIABELEFTREG
Tinggave ved Fratrædelse,5511,8620,VARIABELEFTREG
Jubilæumsgratiale pension Info,5520,8620,VARIABELEFTREG
Fratrædelsesgodtg.pension Info,5521,8620,VARIABELEFTREG
Jubilæumsgratiale pension PI,5530,8620,VARIABELEFTREG
Fratrædelsesgodtg. pension PI,5531,8620,VARIABELEFTREG
Jubilæumsgratiale AM-pension,5540,8620,VARIABELEFTREG
Fratrædelsesgodtg. AM-pension,5541,8620,VARIABELEFTREG
Jubilæumsgratiale pension PI,5550,8620,VARIABELEFTREG
Fratrædelsesgodtg. pension PI,5551,8620,VARIABELEFTREG
Jubilæumsgratiale pension INFO,5560,8620,VARIABELEFTREG
Fratrædelsesgodtg.pension INFO,5565,8620,VARIABELEFTREG
Beskat SH-portioner,4530,8701,VARIABEL
AM-bidrag årets SH-restsaldo,8725,8725,VARIABEL
A-skat af årets SH-restsaldo,8755,8755,VARIABEL
Alderspension PI beløb,8760,8760,FAST
Alderspension beløb,8761,8761,FAST
Manuel overf. feriekonto,8796,8796,VARIABEL
Pension Start,48800,8800,FAST
Værdi af fri bolig,8814,8814,FAST
Værdi af fri bolig,8815,8815,VARIABEL
Fri bolig egenbetaling,8816,8816,FAST
Fri bolig egenbetaling,8817,8817,VARIABEL
Værdi af fri bolig direktør,8818,8818,FAST
Værdi af fri bolig direktør,8819,8819,VARIABEL
Fri bolig direktør egenbet.,8820,8820,FAST
Fri bolig direktør egenbet.,8821,8821,VARIABEL
Værdi af fri sommerhus,8822,8822,FAST
Værdi af fri sommerhus,8823,8823,VARIABEL
Korrektion fri sommerhus,12823,8823,VARIABELEFTREG
Fri sommerbolig egenbetaling,8824,8824,FAST
Fri sommerbolig egenbetaling,8825,8825,VARIABEL
Værdi af fri lystbåd,8830,8830,FAST
Værdi af fri lystbåd,8831,8831,VARIABEL
Fri lystbåd egenbetaling,8832,8832,FAST
Fri lystbåd egenbetaling,8833,8833,VARIABEL
Værdi af fri TV-licens,8834,8834,FAST
Værdi af fri TV-licens,8835,8835,VARIABEL
Fri TV-licens egenbetaling,8836,8836,FAST
Fri TV-licens egenbetaling,8837,8837,VARIABEL
Antal km til lav sats,9010,9010,VARIABEL
Kørselsgodtgørelse,9011,9011,VARIABEL
Korrektion KM godtgørelse,12011,9011,VARIABELEFTREG
Antal km til lav sats,9012,9012,VARIABEL
Kørselsgodtgørelse regulering,9013,9013,VARIABEL
Cykel km sats,9016,9016,VARIABEL
Kørselsgodtgørelse (kun indb.),9017,9017,VARIABEL
Diæter (kun indb.),9018,9018,VARIABEL
Diæter,9020,9020,VARIABEL
Korrektion Diæter,12020,9020,VARIABELEFTREG
Diæter,9021,9021,VARIABEL
Diæter,9022,9022,VARIABEL
Diæter,9023,9023,VARIABEL
Diæter,9024,9024,VARIABEL
Diæter,9025,9025,VARIABEL
Diæter,9026,9026,VARIABEL
Diæter,9027,9027,VARIABEL
Diæter,9028,9028,VARIABEL
Diæter,9029,9029,VARIABEL
25 % rejsegodtgørelse,9030,9030,VARIABEL
Rejsegodtgørelse i DK,9031,9031,VARIABEL
Rejsegodtgørelse i udlandet,9032,9032,VARIABEL
Rejsegodtgørelse i DK,9033,9033,FAST
Rejsegodtgørelse i udlandet,9034,9034,FAST
25 % rejsegodtgørelse,9035,9035,VARIABEL
Skattefri udd. godtgørelse,9036,9036,VARIABEL
Udlæg,9100,9100,VARIABEL
Udlæg,42420,9100,VARIABEL
Udlæg,42422,9100,VARIABEL
Udb. efter skat 1,9101,9101,VARIABEL
Udb. efter skat 2,9102,9102,VARIABEL
Udb. efter skat 3,9103,9103,VARIABEL
Udb. efter skat 4,9104,9104,VARIABEL
Udlæg til PI,9105,9105,VARIABEL
Udb. efter skat 5,9106,9106,VARIABEL
Udb. efter skat 6,9107,9107,VARIABEL
Udb. efter skat 7,9108,9108,VARIABEL
Udb. efter skat 8,9109,9109,VARIABEL
Fradrag,9110,9110,FAST
Fradrag eget grundlag,9111,9111,FAST
Fradrag eget grundlag,9112,9112,FAST
Udb. efter skat A (tømmer løanrtstype 9416),9120,9120,STILLINGSKATEGORI
Udb. efter skat B (tømmer løanrtstype 9417),9121,9121,STILLINGSKATEGORI
Udb. efter skat C (tømmer løanrtstype 9418),9122,9122,STILLINGSKATEGORI
Udb. efter skat A (tømmer løanrtstype 9416),9123,9123,VARIABEL
Udb. efter skat B (tømmer løanrtstype 9417),9124,9124,VARIABEL
Udb. efter skat C (tømmer løanrtstype 9418),9125,9125,VARIABEL
Fritvalg lokal udbetaling NET.,9185,9185,VARIABEL
Fritvalg lokal udbetaling NET.,9187,9187,FAST
Fritvalg lokal udbetaling NET.,9188,9188,STILLINGSKATEGORI
Fritvalg lokal udbetaling NET.,9189,9189,STILLINGSKATEGORI
Opsparing 1,270,9270,VARIABEL
Opsparing 2,271,9271,VARIABEL
Opsparing 3,272,9272,VARIABEL
Opsparing 4,273,9273,VARIABEL
Opsparing 5,274,9274,VARIABEL
Opsparing 6,275,9275,VARIABEL
Opsparing 7,276,9276,VARIABEL
Gruppeliv efter skat reg. m/afregning,9339,9339,VARIABEL
Gruppeliv efter skat m/afregning,9340,9340,FAST
Gruppeliv efter skatm/afregning,9341,9341,FAST
Gruppeliv efter skat m/afregning,9342,9342,FAST
Gruppeliv efter skat m/afregning,9343,9343,FAST
Gruppeliv efter skat m/afregning,9344,9344,FAST
"Gruppeliv efter skat m/afregning, arbejdsgiverandel",9345,9345,FAST
"Gruppeliv efter skat m/afregning, arbejdsgiverandel",9346,9346,FAST
"Gruppeliv efter skat m/afregning, arbejdsgiverandel",9347,9347,VARIABEL
"Gruppeliv efter skat m/afregning, arbejdsgiverandel",9348,9348,FAST
Frivil. pension eft. skat,9380,9380,FAST
Stop fradrag 94xx-942x,9400,9400,STILLINGSKATEGORI
Fast fradrag 1 beløb,9410,9410,FAST
Fast fradrag 2 beløb,9411,9411,FAST
Fast fradrag 3 beløb,9412,9412,FAST
Fast fradrag 4 beløb,9413,9413,FAST
Fast fradrag 5 beløb,9414,9414,FAST
Fast fradrag 6 beløb,9415,9415,FAST
Fast fradrag 7 beløb,9416,9416,FAST
Fast fradrag 8 beløb,9417,9417,FAST
Fast fradrag 9 beløb,9418,9418,FAST
Fast fradrag 1 beløb i tabel,9420,9420,FAST
Fast fradrag 2 beløb i tabel,9421,9421,FAST
Fast fradrag 3 beløb i tabel,9422,9422,FAST
Fast fradrag 4 beløb i tabel,9423,9423,FAST
Fast fradrag 5 beløb i tabel,9424,9424,FAST
Fast fradrag 10 beløb,9425,9425,FAST
Fast fradrag 11 beløb,9426,9425,FAST
Fast fradrag 12 beløb,9427,9425,FAST
Fast fradrag 13 beløb,9428,9425,FAST
Fast fradrag 14 beløb,9429,9425,FAST
Fast fradrag 1 med saldo,9430,9430,FAST
Fast fradrag 2 med saldo,9435,9435,FAST
Fast fradrag 3 med saldo,9440,9440,FAST
Fast fradrag 4 med saldo,9445,9445,FAST
Fast fradrag 5 med saldo,9450,9450,FAST
Kostdage,9460,9460,VARIABEL
Kantine,9465,9465,VARIABEL
A-conto,9470,9470,VARIABEL
Variabelt fradrag 2,9471,9471,VARIABEL
Variabelt fradrag 1a,49471,9471,VARIABEL
Variabelt fradrag 3,9472,9472,VARIABEL
Variabelt fradrag 1b,49472,9472,VARIABEL
Variabelt fradrag 4,9473,9473,VARIABEL
Variabelt fradrag 1c,49473,9473,VARIABEL
Variabelt fradrag 5,9474,9474,VARIABEL
Variabelt fradrag 1d,49474,9474,VARIABEL
Variabelt fradrag 6,9475,9475,VARIABEL
Variabelt fradrag 1e,49475,9475,VARIABEL
Variabelt fradrag 7,9476,9476,VARIABEL
Variabelt fradrag 8,9477,9477,VARIABEL
Variabelt fradrag 9,9478,9478,VARIABEL
Variabelt fradrag 10,9479,9479,VARIABEL
Variabelt fradrag T0,9480,9480,VARIABEL
Variabelt fradrag T1,9481,9481,VARIABEL
Variabelt fradrag T2,9482,9482,VARIABEL
Variabelt fradrag T3,9483,9483,VARIABEL
Variabelt fradrag T4,9484,9484,VARIABEL
Variabelt fradrag T5,9485,9485,VARIABEL
Variabelt fradrag T6,9486,9486,VARIABEL
Variabelt fradrag T7,9487,9487,VARIABEL
Variabelt fradrag T8,9488,9488,VARIABEL
Variabelt fradrag T9,9489,9489,VARIABEL
Personalegode 1 efter skat,9490,9490,FAST
Personalegode 1 efter skat,9491,9491,VARIABEL
Personalegode 1 efter skat,9492,9492,FAST
Personalegode 2 efter skat,9495,9495,FAST
Personalegode 2 efter skat,9496,9496,VARIABEL
Personalegode 2 efter skat,9497,9497,FAST
Forening 1 med OVF.,9600,9600,FAST
Forening 1 med OVF.,9601,9601,VARIABEL
Forening 1 med OVF.,9602,9602,FAST
Forening 2 med OVF.,9603,9603,FAST
Forening 2 med OVF.,9604,9604,VARIABEL
Forening 2 med OVF.,9605,9605,FAST
Forening 3 med OVF.,9606,9606,FAST
Forening 3 med OVF.,9607,9607,VARIABEL
Forening 3 med OVF.,9608,9608,FAST
Forening 4 med OVF.,9609,9609,FAST
Forening 4 med OVF.,9610,9610,VARIABEL
Forening 4 med OVF.,9611,9611,FAST
Forening 5 med OVF.,9612,9612,FAST
Forening 5 med OVF.,9613,9613,VARIABEL
Forening 5 med OVF.,9614,9614,FAST
Forening 6 med OVF.,9615,9615,FAST
Forening 6 med OVF.,9616,9616,VARIABEL
Forening 6 med OVF.,9617,9617,FAST
Forening 7 med OVF.,9618,9618,FAST
Forening 7 med OVF.,9619,9619,VARIABEL
Forening 7 med OVF.,9620,9620,FAST
Forening 8 med OVF.,9621,9621,FAST
Forening 8 med OVF.,9622,9622,VARIABEL
Forening 8 med OVF.,9623,9623,FAST
Forening 9 med OVF.,9624,9624,FAST
Forening 9 med OVF.,9625,9625,VARIABEL
Forening 9 med OVF.,9626,9626,FAST
Forening 10 med OVF.,9627,9627,FAST
Forening 10 med OVF.,9628,9628,VARIABEL
Forening 10 med OVF.,9629,9629,FAST
Forening 11 med OVF.,9630,9630,FAST
Forening 11 med OVF.,9631,9631,VARIABEL
Forening 11 med OVF.,9632,9632,FAST
Forening 12 med OVF.,9633,9633,FAST
Forening 12 med OVF.,9634,9634,VARIABEL
Forening 12 med OVF.,9635,9635,FAST
Forening 13 med OVF.,9636,9636,FAST
Forening 13 med OVF.,9637,9637,VARIABEL
Forening 13 med OVF.,9638,9638,FAST
Forening 14 med OVF.,9639,9639,FAST
Forening 14 med OVF.,9640,9640,VARIABEL
Forening 14 med OVF.,9641,9641,FAST
Forening 15 med OVF.,9642,9642,FAST
Forening 15 med OVF.,9643,9643,VARIABEL
Forening 15 med OVF.,9644,9644,FAST
Forening 16 med OVF.,9645,9645,FAST
Forening 16 med OVF.,9646,9646,VARIABEL
Forening 16 med OVF.,9647,9647,FAST
Forening 17 med OVF.,9648,9648,FAST
Forening 17 med OVF.,9649,9649,VARIABEL
Forening 17 med OVF.,9650,9650,FAST
Forening 18 med OVF.,9651,9651,FAST
Forening 18 med OVF.,9652,9652,VARIABEL
Forening 18 med OVF.,9653,9653,FAST
Forening 19 med OVF.,9654,9654,FAST
Forening 19 med OVF.,9655,9655,VARIABEL
Forening 19 med OVF.,9656,9656,FAST
Forening 20 med OVF.,9657,9657,FAST
Forening 20 med OVF.,9658,9658,VARIABEL
Forening 20 med OVF.,9659,9659,FAST
Forening 21 med OVF.,9660,9660,FAST
Forening 21 med OVF.,9661,9661,VARIABEL
Forening 21 med OVF.,9662,9662,FAST
Forening 22 med OVF.,9663,9663,FAST
Forening 22 med OVF.,9664,9664,VARIABEL
Forening 22 med OVF.,9665,9665,FAST
Forening 23 med OVF.,9666,9666,FAST
Forening 23 med OVF.,9667,9667,VARIABEL
Forening 23 med OVF.,9668,9668,FAST
Forening 24 med OVF.,9669,9669,FAST
Forening 24 med OVF.,9670,9670,VARIABEL
Forening 24 med OVF.,9671,9671,FAST
Forening 25 med OVF.,9672,9672,FAST
Forening 25 med OVF.,9673,9673,VARIABEL
Forening 25 med OVF.,9674,9674,FAST
Forening 1a med OVF.,49670,9674,FAST
Forening 1b med OVF.,49671,9674,FAST
Forening 1c med OVF.,49672,9674,FAST
Forening 1d med OVF.,49673,9674,FAST
Forening 1e med OVF.,49674,9674,FAST
Forening 1f med OVF.,49675,9674,FAST
Forening 1g med OVF.,49676,9674,FAST
Forening 1h med OVF.,49677,9674,FAST
Forening 1i med OVF.,49678,9674,FAST
Forening 1j med OVF.,49679,9674,FAST
Forening 1 med tabel,9675,9675,VARIABEL
Forening 1 med tabel,9676,9676,FAST
"Tilskud, Arbejdsgiver - vises ikke på lønseddel",9680,9680,FAST
Forening 2a med OVF.,49680,9680,FAST
Forening 2b med OVF.,49681,9680,FAST
Forening 2c med OVF.,49682,9680,FAST
Forening 2d med OVF.,49683,9680,FAST
Forening 2e med OVF.,49684,9680,FAST
Forening 2f med OVF.,49685,9680,FAST
Forening 2g med OVF.,49686,9680,FAST
Forening 2h med OVF.,49687,9680,FAST
Forening 2a med OVF.,49688,9680,FAST
Forening 2j med OVF.,49689,9680,FAST
"Tilskud, Arbejdsgiver, OVF. - vises ikke på lønseddel",9685,9685,FAST
"Tilskud, Arbejdsgiver, OVF. - vises ikke på lønseddel",9686,9686,FAST
"Tilskud, Arbejdsgiver, OVF. - vises ikke på lønseddel",9687,9687,FAST
Netto SH fra sidste år,4560,9706,VARIABEL
Netto SH fra sidste år,4565,9706,VARIABEL
Elevforsikring (Info 100),9730,9730,FAST
Elevforsikring (Info 100),9731,9731,FAST
Elevforsikring,9740,9740,FAST
Elevforsikring i tabel,9741,9741,FAST
Sundhedsordning i tabel,49741,9741,FAST
Sundhedsordning i tabel,49742,9742,FAST
Sundhedsordning i tabel,49743,9743,FAST
Sundhedsordning i tabel,49744,9744,FAST
Sundhedsordning,9745,9745,FAST
Sundhedsordning i tabel,49745,9745,FAST
Sundhedsordning i tabel,9746,9746,FAST
Sundhedsordning i tabel,49746,9746,FAST
Sundhedsordning,9747,9747,VARIABEL
Sundhedsordning,9748,9748,FAST
DA/LO udv.fond stop,9750,9750,FAST
DA/LO udv.fond,9751,9751,STILLINGSKATEGORI
DA/LO udv.fond,9752,9752,STILLINGSKATEGORI
DA/LO udv.fond,9753,9753,FAST
DA/LO udv.fond,9754,9754,FAST
DA/LO udv.fond,9755,9755,VARIABEL
Hensættelse OUS fonde,9756,9756,STILLINGSKATEGORI
Hensættelse OUS fonde,9757,9757,FAST
Hensættelse OUS fonde timer,9758,9758,FAST
Hensættelse OUS fonde,9759,9759,VARIABEL
Hensæt OUS fond stop,9760,9760,FAST
DA/LO udv.fond Horesta HK,9761,9761,STILLINGSKATEGORI
DA/LO udv.fond Horesta HK,9762,9762,STILLINGSKATEGORI
DA/LO udv.fond Horesta HK,9763,9763,FAST
DA/LO udv.fond Horesta HK,9764,9764,FAST
DA/LO udv.fond Horesta HK,9765,9765,VARIABEL
Hensættelse kompetence fonde,9766,9766,STILLINGSKATEGORI
Hensættelse kompetence fonde,9767,9767,FAST
Hensæt. kompetence fonde timer,9768,9768,FAST
Hensættelse kompetence fonde,9769,9769,VARIABEL
Hensæt kompetence fond stop,9770,9770,FAST
DA/LO udv.fond Horesta RBF,9771,9771,STILLINGSKATEGORI
DA/LO udv.fond Horesta RBF,9772,9772,STILLINGSKATEGORI
DA/LO udv.fond Horesta RBF,9773,9773,FAST
DA/LO udv.fond Horesta RBF,9774,9774,FAST
DA/LO udv.fond Horesta RBF,9775,9775,VARIABEL
DA/LO udv.fond RBF lærling,9776,9776,FAST
Hensættelse OUS fonde timer,9777,9777,STILLINGSKATEGORI
Hensæt. kompetence fonde timer,9778,9778,STILLINGSKATEGORI
Lønart 1000 eft. beløb,9830,9830,STILLINGSKATEGORI
Beregnet hensættelse/ferie,9870,9870,STILLINGSKATEGORI
B-indkomst m/AM-bidrag,9890,9890,VARIABEL
B-indkomst m/AM-bidrag,9891,9891,VARIABEL
B-indkomst m/AM-bidrag,9892,9892,VARIABEL
Finansieringsbidrag bogføring,9895,9895,STILLINGSKATEGORI
Personlig månedsløn,9900,9900,PERSONLIG SATS
Personligt tillæg månedsløn,9901,9901,PERSONLIG SATS
Personlig timeløn,9905,9905,PERSONLIG SATS
Personligt tillæg timeløn,9906,9906,PERSONLIG SATS
Personlig sats feriepenge,9907,9907,PERSONLIG SATS
Personlig sats ferietillæg,9908,9908,PERSONLIG SATS
Personlig dagssats ferie pct.,9909,9909,PERSONLIG SATS
Feriefri dg. fritvalgskonto,9910,9910,PERSONLIG SATS
Egen pct. Fritvalgskonto - procent lægges til den samlede fritvalgsopsparing,9911,9911,PERSONLIG SATS
Ekstra ferietillæg % egen sats,9912,9912,PERSONLIG SATS
Tillæg 1270 (timeløn),9913,9913,PERSONLIG SATS
Tillæg 1271 (timeløn),9914,9914,PERSONLIG SATS
Tillæg 1272 (timeløn),9915,9915,PERSONLIG SATS
Tillæg 1273 (timeløn),9916,9916,PERSONLIG SATS
Timer pr. dag,9918,9918,PERSONLIG SATS
Skattekort / §48E -F,9919,9919,PERSONLIG SATS
Alternativ fratrædelsesdato,9920,9920,PERSONLIG SATS
Egen pct. SH - procent lægges til den samlede SH opsparing.,9921,9921,PERSONLIG SATS
Tillæg 1275 (timeløn),9923,9923,PERSONLIG SATS
Tillæg 1276 (timeløn),9924,9924,PERSONLIG SATS
Tillæg 1277 (timeløn),9925,9925,PERSONLIG SATS
Tillæg 1278 (timeløn),9926,9926,PERSONLIG SATS
Tillæg 1279 (timeløn),9927,9927,PERSONLIG SATS
Tillæg 1280 (timeløn),9928,9928,PERSONLIG SATS
Tillæg 1281 (timeløn),9929,9929,PERSONLIG SATS
Personlig timeløn 1095,9930,9930,PERSONLIG SATS
Personlig timeløn 1096,9931,9931,PERSONLIG SATS
Personlig timeløn 1097,9932,9932,PERSONLIG SATS
Personlig timeløn 1098,9933,9933,PERSONLIG SATS
Personlig timeløn 1099,9934,9934,PERSONLIG SATS
Personlig Tillæg 1370,9935,9935,PERSONLIG SATS
Personlig Tillæg 1372,9936,9936,PERSONLIG SATS
Personlig Tillæg 1374,9937,9937,PERSONLIG SATS
Personlig Tillæg 1376,9938,9938,PERSONLIG SATS
Personlig Tillæg 1378,9939,9939,PERSONLIG SATS
Personlig Tillæg 1445,9940,9940,PERSONLIG SATS
Personlig Tillæg 1446,9941,9941,PERSONLIG SATS
Personlig Tillæg 1447,9942,9942,PERSONLIG SATS
Personlig Tillæg 1448,9943,9943,PERSONLIG SATS
Personlig Tillæg 1449,9944,9944,PERSONLIG SATS
Personlig Tillæg 1450,9945,9945,PERSONLIG SATS
Personlig Tillæg 1451,9946,9946,PERSONLIG SATS
Personlig Tillæg 1452,9947,9947,PERSONLIG SATS
Personlig Tillæg 1453,9948,9948,PERSONLIG SATS
Personlig Tillæg 1454,9949,9949,PERSONLIG SATS
Personlig Tillæg 1455,9950,9950,PERSONLIG SATS
Personlig Tillæg 1456,9951,9951,PERSONLIG SATS
Personlig Tillæg 1457,9952,9952,PERSONLIG SATS
Personlig Tillæg 1458,9953,9953,PERSONLIG SATS
Personlig Tillæg 1459,9954,9954,PERSONLIG SATS
Personlig Tillæg 1460,9955,9955,PERSONLIG SATS
Personlig Tillæg 1461,9956,9956,PERSONLIG SATS
Personlig Tillæg 1462,9957,9957,PERSONLIG SATS
Personlig Tillæg 1463,9958,9958,PERSONLIG SATS
Personlig Tillæg 1464,9959,9959,PERSONLIG SATS
Personlig timeløn 1090,9960,9960,PERSONLIG SATS
Personlig timeløn 1091,9961,9961,PERSONLIG SATS
Personlig timeløn 1092,9962,9962,PERSONLIG SATS
Personlig timeløn 1093,9963,9963,PERSONLIG SATS
Personlig timeløn 1094,9964,9964,PERSONLIG SATS
Personlig Tillæg 41376,9965,9942,PERSONLIG SATS
Personlig Tillæg 41377,9966,9942,PERSONLIG SATS
Personlig tillæg 1465,9967,9967,PERSONLIG SATS
Personlig månedsløn,9970,9970,PERSONLIG SATS
Pers. max timer afspadsering,9975,9975,PERSONLIG SATS
Personligt tillæg timel. 2,9976,1109,PERSONLIG SATS
"Omregning feriedage, deltid",9980,9980,PERSONLIG SATS
Særlige dage/timer,9981,9981,PERSONLIG SATS
Nettoløn,9990,9990,STILLINGSKATEGORI
Lønart pct. af månedsløn,10000,10000,FAST
Lønart pct. af månedsløn,10001,10001,FAST
MDløn / timer*sats omkonter,10010,10010,FAST
MDløn / timer*sats omkonter,10011,10011,FAST
MDløn / timer*sats omkonter,10012,10012,FAST
MDløn / timer*sats omkonter,10013,10013,FAST
MDløn / timer*sats omkonter,10014,10014,FAST
MDløn / timer*sats omkonter,10015,10015,FAST
MDløn / timer*sats omkonter,10016,10016,FAST
MDløn / timer*sats omkonter,10017,10017,FAST
MDløn / timer*sats omkonter,10018,10018,FAST
MDløn / timer*sats omkonter,10019,10019,FAST
MDløn / timer*sats omkonter,10020,10020,VARIABEL
MDløn / timer*sats omkonter,10021,10021,VARIABEL
Lønart pct. af timesats*tid,10030,10030,FAST
Lønart pct. af timesats*tid,10031,10031,FAST
Lønart pct. af timesats*tid,10035,10035,FAST
Lønart pct. af månedsløn,10036,10036,VARIABEL
Lønart pct. af månedsløn,10037,10037,VARIABEL
Lønart pct. af månedsløn,10038,10038,VARIABEL
Ingen forhold mellem løn/timer,10220,10220,VARIABEL
Barselsorlov med løn,11570,11570,FRAVÆR
Barn syg (% lønspec.),11581,11581,FRAVÆR
Andet fravær (% Lønspc.),11593,11593,FRAVÆR
Feriefridage konv,13800,13800,VARIABEL
"Feriegrundlag 12/12,5%",14120,14120,VARIABEL
Bruttotimer år/dato,14142,14142,VARIABEL
SH-opsparing,14450,14450,VARIABEL
SH-forskud,14451,14451,VARIABEL
SH-saldo,14452,14452,VARIABEL
SH til beskatning,14453,14453,VARIABEL
Pens.fratr/jubil. FO beløb,15520,15520,VARIABEL
Pens.fratr/jubil. PI beløb,15530,15530,VARIABEL
Pension ..... % §53 input,16000,16000,FAST
Pension PI ..... % / pulje,16068,16068,FAST
Medarbejder Obligation saldo,17800,17800,VARIABEL
ATP bidrag A-sats,18100,18100,VARIABEL
ATP bidrag A-sats (tv-K9),18130,18130,VARIABEL
"AM-BIDRAG, GRUNDLAG",18330,18330,VARIABEL
A-indkomst U/AM,18806,18806,VARIABEL
A-indkomst år/dato beløb,19800,19800,VARIABEL
Ny ferielov dage hensættelse,19883,19883,STILLINGSKATEGORI
Ny ferielov timer hensættelse,19884,19884,STILLINGSKATEGORI
Tildeling særlige dage/timer,23942,23942,STILLINGSKATEGORI
"Saldo Feriedage
(MÅ KUN anvendes i medarbejderen 1. lønkørsel hos arbejdsgiver)",41011,41011,VARIABEL
Korrektion Feriedage Indv. år (Kan kun korrigeres positivt) ,40012,40012,VARIABELEFTREG
Saldo Arbejdstidsprocent,40013,40013,VARIABEL
"Saldo Feriepenge
(MÅ KUN anvendes i medarbejderen 1. lønkørsel hos arbejdsgiver)",41014,41014,VARIABEL
"Saldo Ferietimer
(MÅ KUN anvendes i medarbejderen 1. lønkørsel hos arbejdsgiver)",41016,41016,VARIABEL
Korrektion Ferietimer Indv. år  (Kan kun korrigeres positivt) ,40017,40017,VARIABELEFTREG
