Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar
1122,1122,Timeløn regulering,VARIABEL,"Beløb,",,"2,3,6",,Ja,,,,,,Før,Tillæg,13,,"13,332,2020,","11-Beløb, ",
1123,1123,Timeløn med mindste værdi,VARIABEL,"Antal timer,",Res.1123 eller personlig timesats hvis denne er højere end satsen i 1123,,,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",
1125,1125,Timeafhængigt tillæg 1  t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
44521,1125,Mødetillæg,VARIABEL,"Timer,Sats,",Res 44521 (minimums sats),,,Ja,,1125,,,,Før,,13,,13.202,"9-Timer,10-Sats,",
1126,1126,Timeafhængigt tillæg 2  t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
44522,1126,Tructillæg,VARIABEL,"Timer,Sats,",Res 44522 (minimums sats),,,Ja,,1126,,,,Før,,13,,13.202,"9-Timer,10-Sats,",
1140,1140,Timeafhængigt tillæg 1  t * s,VARIABEL,"Antal timer,Sats,",,"2,3,6",,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1141,1141,Timeafhængigt tillæg 2  t * s,VARIABEL,"Antal timer,Sats,",,"2,3,6",,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1142,1142,Timeafhængigt tillæg 3  t * s,VARIABEL,"Antal timer,Sats,",,"2,3,6",,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1143,1143,Timeafhængigt tillæg 4  t * s,VARIABEL,"Antal timer,Sats,",,"2,3,6",,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1144,1144,Timeafhængigt tillæg 5  t * s,VARIABEL,"Antal timer,Sats,",,"2,3,6",,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1145,1145,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1146,1146,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1147,1147,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1148,1148,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1149,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
41140,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
41141,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
41142,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
41143,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
41144,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
41145,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
41146,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
41147,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
41148,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
41149,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
41150,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1150,1150,Timeafhængigt tillæg 1,FAST,"Antal timer,",Res1150,"2,3,6",,Ja,Ja,,Ja,,,Før,Tillæg,13,,13.202,"9-Antal timer, ",
42150,1150,Timeafhængigt tillæg 1A,FAST,"Reducer Ej,Timer,",Res42150,,,Ja,Ja,1150,Ja,,,Før,Tillæg,13,,"13,35,2020,","13-Reducer Ej,9-Timer,",
1151,1151,Timeafhængigt tillæg 1,VARIABEL,"Antal timer,",Res1150,"2,3,6",,Ja,,,Ja,,,Før,Tillæg,13,,13.202,"9-Antal timer, ",
41151,1151,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1151,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1152,1152,Timeafhængigt tillæg 2,FAST,"Antal timer,",Res1152,"2,3,6",,Ja,Ja,,Ja,,,Før,Tillæg,13,,13.202,"9-Antal timer, ",
41152,1152,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1152,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
42152,1152,Timeafhængigt tillæg 2A,FAST,"Reducer ej,Timer,",Res42152,,,Ja,Ja,1152,Ja,,,Før,Tillæg,13,,"13,35,2020,","13-Reducer ej,9-Timer,",
1153,1153,Timeafhængigt tillæg 2,VARIABEL,"Antal timer,",Res1152,"2,3,6",,Ja,,,Ja,,,Før,Tillæg,13,,13.202,"9-Antal timer, ",
41153,1153,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1153,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1154,1154,Timeafhængigt tillæg 3,FAST,"Antal timer,",Res1154,"2,3,6",,Ja,Ja,,Ja,,,Før,Tillæg,13,,13.202,"9-Antal timer, ",
41154,1154,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1154,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
42154,1154,Timeafhængigt tillæg 3A,FAST,"Reducer,Timer,",Res42154,,,Ja,Ja,1154,Ja,,,Før,Tillæg,13,,"13,35,2020,","13-Reducer,9-Timer,",
1155,1155,Timeafhængigt tillæg 3,VARIABEL,"Antal timer,",Res1154,"2,3,6",,Ja,,,Ja,,,Før,Tillæg,13,,13.202,"9-Antal timer, ",
41155,1155,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1155,,,,Før,Tillæg,13,,13.202,"9-Antal timer,10-Sats,",
1156,1156,Timeafhængigt tillæg 4,FAST,"Antal timer,",Res1156,"2,3,6",,Ja,Ja,,Ja,,,Før,Tillæg,13,,13.202,"9-Antal timer, ",
42156,1156,Timeafhængigt tillæg 4A,FAST,"Reducer ej,Timer,",Res42156,,,Ja,Ja,1156,Ja,,,Før,Tillæg,13,,"13,35,2020,","13-Reducer ej,9-Timer,",
1157,1157,Timeafhængigt tillæg 4,VARIABEL,"Antal timer,",Res1156,"2,3,6",,Ja,,,Ja,,,Før,Tillæg,13,,13.202,"9-Antal timer, ",
1158,1158,Timeafhængigt tillæg 5,FAST,"Antal timer,",Res1158,"2,3,6",,Ja,Ja,,Ja,,,Før,Tillæg,13,,13.202,"9-Antal timer, ",
1159,1159,Timeafhængigt tillæg 5,VARIABEL,"Antal timer,",Res1158,"2,3,6",,Ja,,,Ja,,,Før,Tillæg,13,,13.202,"9-Antal timer, ",
1160,1160,"Tillæg 1, ej ferieberettiget",VARIABEL,"Antal timer,Sats,",,2.6,,,,,,,,Før,Tillæg,13,,2020,"9-Antal timer,10-Sats,",
1161,1161,"Tillæg 2, ej ferieberettiget",VARIABEL,"Antal timer,Sats,",,2.6,,,,,,,,Før,Tillæg,13,,2020,"9-Antal timer,10-Sats,",
1162,1162,"Tillæg 3, ej ferieberettiget",VARIABEL,"Antal timer,Sats,",,2.6,,,,,,,,Før,Tillæg,13,,2020,"9-Antal timer,10-Sats,",
1165,1165,"Tillæg 3, ej ferieberettiget",VARIABEL,"Antal timer,",,,,,,,,,,Før,Tillæg,13,,2020,"9-Antal timer, ",
1170,1170,"Tillæg A, ej ferieberettiget",FAST,"Beløb,Reducer ej,",,2.6,,,,,Ja,,,Før,Tillæg,13,,2020,"11-Beløb,13-Reducer ej,",
1171,1171,"Tillæg A, ej ferieberettiget",VARIABEL,"Beløb,",,2.6,,,,,,,,Før,Tillæg,13,,2020,"11-Beløb, ",
1172,1172,"Tillæg B, ej ferieberettiget",FAST,"Beløb,Reducer ej,",,2.6,,,,,Ja,,,Før,Tillæg,13,,2020,"11-Beløb,13-Reducer ej,",
1173,1173,"Tillæg B, ej ferieberettiget",VARIABEL,"Beløb,",,2.6,,,,,,,,Før,Tillæg,13,,2020,"11-Beløb, ",
1174,1174,"Tillæg C, ej ferieberettiget",FAST,"Beløb,Reducer ej,",,2.6,,,,,Ja,,,Før,Tillæg,13,,2020,"11-Beløb,13-Reducer ej,",
1175,1175,"Tillæg C, ej ferieberettiget",VARIABEL,"Beløb,",,2.6,,,,,,,,Før,Tillæg,13,,2020,"11-Beløb, ",
1176,1176,"Tillæg D, ej ferieberettiget",VARIABEL,"Antal,",Res1176,,,,,,Ja,,,Før,Tillæg,13,,,"9-Antal, ",
1180,1180,"Tillæg A, ej ferieberettiget",FAST,"Beløb,Reducer ej,",,6,,,,,Ja,,,Før,Tillæg,13,,2020,"11-Beløb,13-Reducer ej,",
1181,1181,"Tillæg A, ej ferieberettiget",VARIABEL,"Beløb,",,6,,,,,,,,Før,Tillæg,13,,2020,"11-Beløb, ",
1182,1182,"Tillæg E, ej ferieberettiget",FAST,"Beløb,Reducer ej,",,,,,,,Ja,,,Før,Tillæg,13,,2020,"11-Beløb,13-Reducer ej,",
1185,1185,"Tillæg1(%), ej ferieberettiget",STILLINGSKATEGORI,,Tidløn*Res1185/100,,,,,,Ja,,,Før,Tillæg,13,,2020,,
1186,1186,"Tillæg2(%), ej ferieberettiget",STILLINGSKATEGORI,,Tidløn*Res1186/100,,,,,,Ja,,,Før,Tillæg,13,,2020,,
1187,1187,"Tillæg3(%), ej ferieberettiget",STILLINGSKATEGORI,,Tidløn*Res1187/100,,,,,,Ja,,,Før,Tillæg,13,,2020,,
1190,1190,Udbetal bidrag pension,FAST,"Grundlag 1/2/3/4/5/6,",Res1190,,,Ja,,,Ja,,,Før,,13,,13.202,"16-Grundlag 1/2/3/4/5/6, ",
1191,1191,Udbetal bidrag pension,FAST,"Procent,Grundlag 1/2/3/4/5/6,",,,,Ja,,,Ja,,,Før,,13,,13.202,"12-Procent,16-Grundlag 1/2/3/4/5/6,",
1192,1192,Udbetal bidrag pension,FAST,"Procent,Grundlag 1/2/3/4/5/6,",,,,Ja,,,Ja,,,Før,,13,,13.202,"12-Procent,16-Grundlag 1/2/3/4/5/6,",
1193,1193,Udbetal bidrag pension,FAST,"Procent,Grundlag 1/2/3/4/5/6,",,,,Ja,,,Ja,,,Før,,13,,13.202,"12-Procent,16-Grundlag 1/2/3/4/5/6,","Skal feriepenge på timelønnede indgå i grundlag 2, skal lønart 55375 oprettes på MA med 100% og lønart 55375 skal oprettes på lønartstype 6001 med +0."
1200,1200,Overenskomst pr. 1/3 - Beløb (OBS! trækker beløbet i fritvalg),VARIABEL,"Beløb,",,"1,2,3,4,5,6",,Ja,,,,,,Før,Tillæg,13,,"13,332,332,","11-Beløb, ",
1201,1201,Overenskomst pr. 1/3 - T*S (OBS! trækker beløbet i fritvalg),VARIABEL,"Timer / enhed,Sats,",,"1,2,3,4,5,6",,Ja,,,,,,Før,,13,,"13,332,332,","9-Timer / enhed,10-Sats,",
1202,1202,Overenskomst pr. 1/3 - T*(S) (OBS! trækker beløbet i fritvalg),VARIABEL,"Timer / enhed,",Res1202,"1,2,3,4,5,6",,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,332,","9-Timer / enhed, ",
1204,1204,Overenskomst modregn.Beløb (OBS! trækker beløbet i fritvalg),VARIABEL,"Beløb,",,,,,,,,,,,Tillæg,,,,"11-Beløb, ",
1205,1205,Kørepenge / Timeløn 75%,VARIABEL,"Antal timer,",Res1205,"2,3,4,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,232","9-Antal timer, ",
1210,1210,Timeløn / anciennitet,VARIABEL,"Antal timer,",Opslagstabel OPSANC01 og Res ANC01-ANC10,"2,3,4,6",,Ja,,,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",
1211,1211,Tillæg beløb / anciennitet,VARIABEL,,Opslagstabel OPSANC02 og Res ANC01-ANC10,"2,3,6",,Ja,,,,,,Før,Tillæg,13,,"13,332,2020,",,
1214,1214,Tillæg beløb / anciennitet,FAST,,Opslagstabel OPSANC04 og Res ANC01-ANC10,"2,3,6",,Ja,Ja,,,,,Før,Tillæg,13,,"13,332,2020,",,
1215,1215,Timeløn / anciennitet,FAST,"Antal timer,",Opslagstabel OPSANC05 og Res ANC01-ANC10,"2,3,4,6",,Ja,Ja,,,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",
1240,1240,Fast Skifteholdstillæg pct.,FAST,,Res1270,,,Ja,,,Ja,,,Før,Tillæg,13,,13.35,,Beregner pct af månedsløn
1241,1241,Skifteholdstillæg reg.,VARIABEL,,,,,Ja,,,Ja,,,Før,Tillæg,13,,13.35,,
1250,1250,Timeløn Tillæg / Input,VARIABEL,"Antal timer,",Opslagstabel OPSINP01 og Res INP01-INP10,"2,3,6",,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,","9-Antal timer, ",
1251,1251,Timeløn Tillæg / Input,FAST,"Antal timer,",Opslagstabel OPSINP01 og Res INP01-INP10,"2,3,6",,Ja,Ja,,Ja,,,Før,Tillæg,13,,"13,332,2020,","9-Antal timer, ",
1252,1252,Timeløn Tillæg / Input,FAST,"Antal, sats",,,,Ja,Ja,,Ja,,,Før,Tillæg,13,,"13,332,2020,","9-Enhed,10-Sats,",Beregnet sats fra denne lønart udløses af input timer fra lønart 1100/1101
1270,1270,Personligt timetillæg 1,STILLINGSKATEGORI,,Res1270/Pers9913,"2,3,6",,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
1271,1271,Personligt timetillæg 2,STILLINGSKATEGORI,,Res1271/Pers9914,"2,3,6",,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
1272,1272,Personligt timetillæg 3,STILLINGSKATEGORI,,Res1272/Pers9915,"2,3,6",,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
1273,1273,Personligt timetillæg 4,STILLINGSKATEGORI,,Res1273/Pers9916,"2,3,6",,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,",,
1274,1274,Personligt timetillæg 5 anc.,STILLINGSKATEGORI,,Opslagstabel OPSANC74,"2,3,6",,Ja,,,,,,Før,Tillæg,13,,"13,332,2020,",,
1275,1275,Personligt timetillæg 6,FAST,1=175/2=176/3=177,Res1275/Pers9923,,,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41275,1275,Personligt timetillæg 6a,FAST,1=175/2=176/3=177,Res41275,,,Ja,,1275,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41282,1275,Personligt timetillæg 1275,FAST,1=175/2=176/3=177,Res1275/Pers9923,,,Ja,,1275,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
1276,1276,Personligt timetillæg 7,FAST,1=175/2=176/3=177,Res1276/Pers9924,,,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41276,1276,Personligt timetillæg 6b,FAST,1=175/2=176/3=177,Res41276,,,Ja,,1276,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41283,1276,Personligt timetillæg 1276,FAST,1=175/2=176/3=177,Res1276/Pers9924,,,Ja,,1276,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
1277,1277,Personligt timetillæg 8,FAST,1=175/2=176/3=177,Res1277/Pers9925,,,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41277,1277,Personligt timetillæg 6c,FAST,1=175/2=176/3=177,Res41277,,,Ja,,1277,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41284,1277,Personligt timetillæg 1277,FAST,1=175/2=176/3=177,Res1277/Pers9925,,,Ja,,1277,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
1278,1278,Personligt timetillæg 9,FAST,1=175/2=176/3=177,Res1278/Pers9926,,,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41278,1278,Personligt timetillæg 6d,FAST,1=175/2=176/3=177,Res41278,,,Ja,,1278,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41285,1278,Personligt timetillæg 1278,FAST,1=175/2=176/3=177,Res1278/Pers9926,,,Ja,,1278,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ",
1279,1279,Personligt timetillæg 10,FAST,1=175/2=176/3=177,Res1279/Pers9927,,,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41279,1279,Personligt timetillæg 6e,FAST,1=175/2=176/3=177,Res41279,,,Ja,,1279,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41286,1279,Personligt timetillæg 1279,FAST,1=175/2=176/3=177,Res1279/Pers9927,,,Ja,,1279,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
1280,1280,Personligt timetillæg 11,FAST,1=175/2=176/3=177,Res1280/Pers9928,,,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41280,1280,Personligt timetillæg 6f,FAST,1=175/2=176/3=177,Res41280,,,Ja,,1280,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41287,1280,Personligt timetillæg 1280,FAST,1=175/2=176/3=177,Res1280/Pers9928,,,Ja,,1280,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
1281,1281,Personligt timetillæg 12,FAST,1=175/2=176/3=177,Res1281/Pers9929,,,Ja,,,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ",
41281,1281,Personligt timetillæg 6g,FAST,1=175/2=176/3=177,Res41281,,,Ja,,1281,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41288,1281,Personligt timetillæg 1281,FAST,1=175/2=176/3=177,Res1281/Pers9929,,,Ja,,1281,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ","Lønartstype 175, 176, 177 skal opsættes med de lønarter hvorfra antallet af timer skal hentes. Skal fraværslønart 3870 (fraværskode 12) eller feriefri medgå, skal lønart 890 oprettes med 1 i lønartstypen, og resultattabel 890 skal oprettes med 1, se evt vejledning ""Tillæg"""
41289,1283,Personligt timetillæg 1283,FAST,1=175/2=176/3=177,Res1283,,,Ja,,1283,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ",
41290,1284,Personligt timetillæg 1284,FAST,1=175/2=176/3=177,Res1284,,,Ja,,1284,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ",
1285,1285,Genebetaling % timeløn 1285,VARIABEL,"Timer,",Res12850,,,Ja,,1285,Ja,,,Før,Tillæg,13,,13.35,"9-Timer, ",
41291,1285,Personligt timetillæg 1285,FAST,1=175/2=176/3=177,Res1285,,,Ja,,1286,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ",
1286,1286,Genebetaling % timeløn 1286,VARIABEL,"Timer,",Res12860,,,Ja,,1287,Ja,,,Før,Tillæg,13,,13.35,"9-Timer, ",
41292,1286,Personligt timetillæg 1286,FAST,1=175/2=176/3=177,Res1286,,,Ja,,1288,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ",
1287,1287,Genebetaling % timeløn 1287,VARIABEL,"Timer,",Res12870,,,Ja,,1289,Ja,,,Før,Tillæg,13,,13.35,"9-Timer, ",
41293,1287,Personligt timetillæg 1287,FAST,1=175/2=176/3=177,Res1287,,,Ja,,1290,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ",
1288,1288,Genebetaling % timeløn 1288,VARIABEL,"Timer,",Res12880,,,Ja,,1291,Ja,,,Før,Tillæg,13,,13.35,"9-Timer, ",
41294,1288,Personligt timetillæg 1288,FAST,1=175/2=176/3=177,Res1288,,,Ja,,1292,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ",
1289,1289,Genebetaling % timeløn 1289,VARIABEL,"Timer,",Res12890,,,Ja,,,Ja,,,Før,Tillæg,13,,13.35,"9-Timer, ",
41295,1289,Personligt timetillæg 1289,FAST,1=175/2=176/3=177,Res1289,,,Ja,,1289,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ",
1290,1290,Genebetaling % timeløn 1290,VARIABEL,"Timer,",Res12900,,,Ja,,1301,Ja,,,Før,Tillæg,13,,13.35,"9-Timer, ",
41296,1290,Personligt timetillæg 1290,FAST,1=175/2=176/3=177,Res1290,,,Ja,,1290,Ja,,,Før,Tillæg,13,,"13,332,2020,","16-Antal timer grl.nr, ",
1291,1291,Genebetaling % timeløn 1291,VARIABEL,"Timer,",Res12910,,,Ja,,1303,Ja,,,Før,Tillæg,13,,13.35,"9-Timer, ",
