Lønartnr,Udskrivnings sekvens,Navn,Type,Input,Sats,Pensionsgrundlag,Frivilligt medarbejder indb.,Ferieberretiget,Fp-reduktion,Afv. Udskriftslønart,Efterregulering,E-indkomst timer,ATP-Timer,Før/efter skat,Tillæg/fradrag,E-indkomst,Indtægtstype,IL-typer,Decentral,Kommentar,Alternative_Navne
44500,1100,Timeløn,VARIABEL,"Timer,Sats,",Res 44500 (minimums sats),,,Ja,,1100,Nej,Ja,Ja,Før,,"200,13, ",,"10,13,210,2020,2020","9-Timer,10-Sats,",,"Timeløn Event, Timeløn-intro/travel, Timeløn Event"
44501,1100,Timeløn SI,VARIABEL,"Timer,Sats,",Res 44501 (minimums sats),,,Ja,,1100,Nej,Ja,Ja,Før,,"200,13, ",,"10,13,210,2020,2020","9-Timer,10-Sats,",,"Normalløn Event, Normalløn Event, Timeløn SI"
44503,1100,Timeløn Intern,VARIABEL,"Timer,Sats,",Res 44503 (minimums sats),,,Ja,,1100,Nej,Ja,Ja,Før,,"200,13, ",,"10,13,210,2020,2020","9-Timer,10-Sats,",,
44505,1100,Faglært Timeløn,VARIABEL,"Timer,Sats,",Res 44505 (minimums sats),,,Ja,,1100,Nej,Ja,Ja,Før,,"200,13, ",,"10,13,210,2020,2020","9-Timer,10-Sats,",,
44506,1100,Ufaglært Timeløn,VARIABEL,"Timer,Sats,",Res 44506 (minimums sats),,,Ja,,1100,Nej,Ja,Ja,Før,,"200,13, ",,"10,13,210,2020,2020","9-Timer,10-Sats,",,
44510,1100,Timeløn Intern vikar,VARIABEL,"Timer,Sats,",Res 44510 (minimums sats),,,Ja,,1100,Nej,Ja,Ja,Før,,"200,13, ",,"10,13,210,2020,2020","9-Timer,10-Sats,",,
1101,1101,Timeløn,FAST,"Antal timer,",Per9905 + Per9906,"2,3,4,6",,Ja,Ja + MDLØN=2,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,
1102,1102,Personligt tillæg,VARIABEL,"Antal timer,",Per9906,"2,3,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer, ",,"Personligt tillæg, Tillæg, Funktionstillæg"
44523,1102,Personligt tillæg,VARIABEL,"Timer,Sats,",Res 44523 (minimums sats),,,Ja,,1102,Nej,Nej,Nej,Før,,13,,"13,332,2020","9-Timer,10-Sats,",,"Korrdinatortillæg - Reg, Timeløn, Korrdinatortillæg"
1103,1103,Personligt tillæg,FAST,"Antal timer,",Per9906,"2,3,6",,Ja,Ja,,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","9-Antal timer, ",,
1105,1105,Timeløn / anciennitet,VARIABEL,"Antal timer,","Opslagstabel OPS1105, Res ANC01-10,1213/OPSANC03 og Res ANC01-10/Pers9905","2,3,4,6",,Ja,,,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,"Timeløn / anciennitet, Timeløn, Timeløn"
1106,1106,Timeløn / Input,VARIABEL,"Antal timer,","Opslagstabel OPSINP02 Res INP01-10, Pers. tillæg 9906","2,3,4,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,"Timeløn, Timeløn, Timeløn / Input"
1107,1107,Timeløn / Input,VARIABEL,"Antal timer,","Opslagstabel OPSINP02, Res INP01-10","2,3,4,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,
1108,1108,Timeløn m. red. for arb. dage,FAST,"Antal timer,Reducer ej,",Per9905 + Per9906,,,Ja,Ja,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer,13-Reducer ej,",,
1110,1110,Timeløn timer * sats,VARIABEL,"Antal timer,Sats,",,"2,3,4,6",,Ja,,,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer,10-Sats,",,"Timeløn timer * sats, Timeløn timer * sats, Timeløn"
12010,1110,Korrektion timer x sats,VARIABELEFTREG,"Antal timer,Sats,",,"2,3,6",,Ja,,1110,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"13,210,332,2020,2020","9-Antal timer,10-Sats,",,
12110,1110,Korrektion timer x sats ej fp.,VARIABELEFTREG,"Antal timer,Sats,",,,,Nej,,1110,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"210,332,2020,2020","9-Antal timer,10-Sats,",,
44582,1110,A/C udbetaling,VARIABEL,"Timer,Sats,",Res 44582 (minimums sats),,,Ja,,1110,Nej,Nej,Nej,Før,,13,,"13,202","9-Timer,10-Sats,",,
1111,1111,Timeløn timer * sats,VARIABEL,"Antal timer,Sats,",,,,Ja,,,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer,10-Sats,",,"Timeløn timer * sats, Timeløn, Kursus"
1114,1114,Timeløn,VARIABEL,"Antal timer,",Per9905 + Per9906/Res1100,,,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,"Timeløn, Timeløn, Kursus"
1115,1115,Timeløn,VARIABEL,"Antal timer,",Per9905 + Per9906/Res1100,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,"Timeløn, Timeløn, Kursus"
1116,1116,Timeløn,VARIABEL,"Antal timer,",Per9905 + Per9906/Res1100,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,"Timeløn, Kursus, Kursus"
1117,1117,Timeløn,VARIABEL,"Antal timer,",Per9905 + Per9906/Res1100,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,"Timeløn, Timeløn, Træk i løn ved feriefritimer"
1118,1118,Timeløn,VARIABEL,"Antal timer,",Per9905 + Per9906/Res1100,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,"Timeløn, Timeløn, Egen sygdom, træk i løn"
1119,1119,Timeløn,VARIABEL,"Antal timer,",Per9905 + Per9906/Res1100,"2,3,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,"Timeløn, Timeløn, Kursus"
1121,1121,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,"2,3,6",,Ja,,,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"13,332,2020","9-Antal timer,10-Sats,",,"Timeløn regulering t * s, Timeløn regulering, Timeløn"
44509,1121,Regulering,VARIABEL,"Timer,Sats,",Res 44509 (minimums sats),,,Ja,,1121,Nej,Ja,Ja,Før,,"200,13, ",,"10,13,210,2020,2020","9-Timer,10-Sats,",,
44581,1121,Regulering timeløn,VARIABEL,"Timer,Sats,",Res 44581 (minimums sats),,,Ja,,1121,Nej,Nej,Nej,Før,,13,,"13,202","9-Timer,10-Sats,",,
1122,1122,Timeløn regulering,VARIABEL,"Beløb,",,"2,3,6",,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,332,2020","11-Beløb, ",,"Timeløn regulering, Timeløn regulering, Timeløn"
1123,1123,Timeløn med mindste værdi,VARIABEL,"Antal timer,",Res.1123 eller personlig timesats hvis denne er højere end satsen i 1123,,,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,"Timeløn - Nat weekend, Shift Leader, Shift Leader"
1125,1125,Timeafhængigt tillæg 1  t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Timeafhængigt tillæg 1  t * s, Extra hours, normal, Extra hours, normal"
44521,1125,Mødetillæg,VARIABEL,"Timer,Sats,",Res 44521 (minimums sats),,,Ja,,1125,Nej,Nej,Nej,Før,,13,,"13,202","9-Timer,10-Sats,",,
1126,1126,Timeafhængigt tillæg 2  t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Timeafhængigt tillæg 2  t * s, Shift of team reward, Holdskiftedusør"
44522,1126,Tructillæg,VARIABEL,"Timer,Sats,",Res 44522 (minimums sats),,,Ja,,1126,Nej,Nej,Nej,Før,,13,,"13,202","9-Timer,10-Sats,",,
1140,1140,Timeafhængigt tillæg 1  t * s,VARIABEL,"Antal timer,Sats,",,"2,3,6",,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Timeafhængigt tillæg 1  t * s, Bonus, Mødetillæg"
1141,1141,Timeafhængigt tillæg 2  t * s,VARIABEL,"Antal timer,Sats,",,"2,3,6",,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Timeafhængigt tillæg 2  t * s, Helligdagstillæg, Shift reward, high"
1142,1142,Timeafhængigt tillæg 3  t * s,VARIABEL,"Antal timer,Sats,",,"2,3,6",,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Timeafhængigt tillæg 3  t * s, 100% supplement, 100 % tillæg holdskifte"
1143,1143,Timeafhængigt tillæg 4  t * s,VARIABEL,"Antal timer,Sats,",,"2,3,6",,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Timeafhængigt tillæg 4  t * s, 50% supplement, Feriefritimer"
1144,1144,Timeafhængigt tillæg 5  t * s,VARIABEL,"Antal timer,Sats,",,"2,3,6",,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Timeafhængigt tillæg 5  t * s, DA Saturday Shift 100%, Anciennitetstillæg"
1145,1145,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Timeløn regulering t * s, 30 % timer (Tillæg), Teamshift changed duty - 30%"
1146,1146,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Timeløn regulering t * s, 60 % timer (Tillæg), Teamshift changed duty - 60%"
1147,1147,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"90 % timer (Tillæg), Teamshift changed duty - 90%, Skattepligtig diæt"
1148,1148,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Hjemmevagt tillæg, hverdag, On-call duty, weekday, Hjemmevagt tillæg, hverdag"
1149,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"On-call duty, weekend, Hjemmevagt tillæg, weekend, Hjemmevagt tillæg, weekend"
41140,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Overtime 200%, Overtimer 200%, Tillæg aften 17.00-23.00 - Dec"
41141,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Tillæg løntrin 2, Tillæg nat 23.00-07.00, Tillæg nat 23.00-07.00 - Jan"
41142,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Tillæg løntrin 3, Tillæg weekend 07.00-17.00, Tillæg weekend 07.00-17.00"
41143,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Tillæg weekend 17.00-23.00, Tillæg weekend 17.00-23.00, Tilsyns tillæg"
41144,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Tillæg weekend 23-07 - Dec, Tillæg weekend 23.00-07.00, Tillæg weekend 23.00-07.00 Dec"
41145,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Akkord/optræk/tillæg1, Tillæg SH 07.00-17.00, Tillæg SH 07.00-17.00"
41146,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Tillæg SH 17.00-23.00, Akkord/optræk/tillæg2, Tillæg SH 17.00-23.00"
41147,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Tillæg SH 23.00-07.00, Akkord/optræk/tillæg3, Tillæg SH 23.00-07.00"
41148,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,
41149,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,
41150,1149,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1149,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,
1150,1150,Timeafhængigt tillæg 1,FAST,"Antal timer,",Res1150,"2,3,6",,Ja,Ja,,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer, ",,
42150,1150,Timeafhængigt tillæg 1A,FAST,"Reducer Ej,Timer,",Res42150,,,Ja,Ja,1150,Ja,Nej,Nej,Før,Tillæg,13,,"13,35,2020","13-Reducer Ej,9-Timer,",,
1151,1151,Timeafhængigt tillæg 1,VARIABEL,"Antal timer,",Res1150,"2,3,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer, ",,"Timeafhængigt tillæg 1, Anciennitetstillæg, Bonus"
41151,1151,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1151,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,
1152,1152,Timeafhængigt tillæg 2,FAST,"Antal timer,",Res1152,"2,3,6",,Ja,Ja,,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer, ",,
41152,1152,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1152,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Trainees OT rate 1, Elever OT rate 1, Timeløn regulering t * s"
42152,1152,Timeafhængigt tillæg 2A,FAST,"Reducer ej,Timer,",Res42152,,,Ja,Ja,1152,Ja,Nej,Nej,Før,Tillæg,13,,"13,35,2020","13-Reducer ej,9-Timer,",,
1153,1153,Timeafhængigt tillæg 2,VARIABEL,"Antal timer,",Res1152,"2,3,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer, ",,"Timeafhængigt tillæg 2, Mødetillæg, Holdtillæg"
41153,1153,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1153,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Trainees OT rate 2, Elever OT rate 2, Elever OT rate 2"
1154,1154,Timeafhængigt tillæg 3,FAST,"Antal timer,",Res1154,"2,3,6",,Ja,Ja,,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer, ",,
41154,1154,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1154,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,"Elever OT rate 3, Trainees OT rate 3, Elever OT rate 3"
42154,1154,Timeafhængigt tillæg 3A,FAST,"Reducer,Timer,",Res42154,,,Ja,Ja,1154,Ja,Nej,Nej,Før,Tillæg,13,,"13,35,2020","13-Reducer,9-Timer,",,
1155,1155,Timeafhængigt tillæg 3,VARIABEL,"Antal timer,",Res1154,"2,3,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer, ",,"Søndagstillæg, 1 assistent tillæg, Vedligehold tillæg"
41155,1155,Timeløn regulering t * s,VARIABEL,"Antal timer,Sats,",,,,Ja,,1155,Nej,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer,10-Sats,",,
1156,1156,Timeafhængigt tillæg 4,FAST,"Antal timer,",Res1156,"2,3,6",,Ja,Ja,,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer, ",,
42156,1156,Timeafhængigt tillæg 4A,FAST,"Reducer ej,Timer,",Res42156,,,Ja,Ja,1156,Ja,Nej,Nej,Før,Tillæg,13,,"13,35,2020","13-Reducer ej,9-Timer,",,
1157,1157,Timeafhængigt tillæg 4,VARIABEL,"Antal timer,",Res1156,"2,3,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer, ",,"Timeafhængigt tillæg 4, Mødetillæg, Rådighedsvagt weekend"
1158,1158,Timeafhængigt tillæg 5,FAST,"Antal timer,",Res1158,"2,3,6",,Ja,Ja,,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer, ",,
1159,1159,Timeafhængigt tillæg 5,VARIABEL,"Antal timer,",Res1158,"2,3,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,202","9-Antal timer, ",,"Timeafhængigt tillæg 5, Anciennitetstillæg efter 6 mdr, Arbejdsmiljø tillæg"
1160,1160,"Tillæg 1, ej ferieberettiget",VARIABEL,"Antal timer,Sats,",,"2,6",,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Antal timer,10-Sats,",,"Tillæg 1, ej ferieberettiget, Timeløn, Ej ferieberettiget løn"
1161,1161,"Tillæg 2, ej ferieberettiget",VARIABEL,"Antal timer,Sats,",,"2,6",,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Antal timer,10-Sats,",,"Tillæg 2, ej ferieberettiget, Timeløn, 60 % timer (Tillæg)"
1162,1162,"Tillæg 3, ej ferieberettiget",VARIABEL,"Antal timer,Sats,",,"2,6",,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Antal timer,10-Sats,",,"Tillæg 3, ej ferieberettiget, 90 % timer (Tillæg), Udbetaling af ferie"
1165,1165,"Tillæg 3, ej ferieberettiget",VARIABEL,"Antal timer,",,,,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,2020,"9-Antal timer, ",,"Feriepenge, lærlinge 5-8/3, Må ikke bruges Udb.af flextim, VEU godtg. feb. omreg t/timer"
1170,1170,"Tillæg A, ej ferieberettiget",FAST,"Beløb,Reducer ej,",,"2,6",,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,2020,"11-Beløb,13-Reducer ej,",,
1171,1171,"Tillæg A, ej ferieberettiget",VARIABEL,"Beløb,",,"2,6",,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,2020,"11-Beløb, ",,"Tillæg A, ej ferieberettiget, BONUS, Bonus"
1172,1172,"Tillæg B, ej ferieberettiget",FAST,"Beløb,Reducer ej,",,"2,6",,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,2020,"11-Beløb,13-Reducer ej,",,
1173,1173,"Tillæg B, ej ferieberettiget",VARIABEL,"Beløb,",,"2,6",,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,2020,"11-Beløb, ",,"Tillæg B, ej ferieberettiget, Bonus, Bonus"
1174,1174,"Tillæg C, ej ferieberettiget",FAST,"Beløb,Reducer ej,",,"2,6",,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,2020,"11-Beløb,13-Reducer ej,",,
1175,1175,"Tillæg C, ej ferieberettiget",VARIABEL,"Beløb,",,"2,6",,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,2020,"11-Beløb, ",,"Tillæg C, ej ferieberettiget, Bonus, Restferiedage udbetalt"
1176,1176,"Tillæg D, ej ferieberettiget",VARIABEL,"Antal,",Res1176,,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,,"9-Antal, ",,"Bonus, Tillæg, Kosttillæg (kr 1,- pr time)"
1180,1180,"Tillæg A, ej ferieberettiget",FAST,"Beløb,Reducer ej,",,6,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,2020,"11-Beløb,13-Reducer ej,",,
1181,1181,"Tillæg A, ej ferieberettiget",VARIABEL,"Beløb,",,6,,Nej,,,Nej,Nej,Nej,Før,Tillæg,13,,2020,"11-Beløb, ",,"Tillæg A, ej ferieberettiget, Bonus, Bonus"
1182,1182,"Tillæg E, ej ferieberettiget",FAST,"Beløb,Reducer ej,",,,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,2020,"11-Beløb,13-Reducer ej,",,
1185,1185,"Tillæg1(%), ej ferieberettiget",STILLINGSKATEGORI,,Tidløn*Res1185/100,,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,2020,,,
1186,1186,"Tillæg2(%), ej ferieberettiget",STILLINGSKATEGORI,,Tidløn*Res1186/100,,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,2020,,,
1187,1187,"Tillæg3(%), ej ferieberettiget",STILLINGSKATEGORI,,Tidløn*Res1187/100,,,Nej,,,Ja,Nej,Nej,Før,Tillæg,13,,2020,,,
1190,1190,Udbetal bidrag pension,FAST,"Grundlag 1/2/3/4/5/6,",Res1190,,,Ja,,,Ja,Nej,Nej,Før,,13,,"13,202","16-Grundlag 1/2/3/4/5/6, ",,
1191,1191,Udbetal bidrag pension,FAST,"Procent,Grundlag 1/2/3/4/5/6,",,,,Ja,,,Ja,Nej,Nej,Før,,13,,"13,202","12-Procent,16-Grundlag 1/2/3/4/5/6,",,
1192,1192,Udbetal bidrag pension,FAST,"Procent,Grundlag 1/2/3/4/5/6,",,,,Ja,,,Ja,Nej,Nej,Før,,13,,"13,202","12-Procent,16-Grundlag 1/2/3/4/5/6,",,
1193,1193,Udbetal bidrag pension,FAST,"Procent,Grundlag 1/2/3/4/5/6,",,,,Ja,,,Ja,Nej,Nej,Før,,13,,"13,202","12-Procent,16-Grundlag 1/2/3/4/5/6,","Skal feriepenge på timelønnede indgå i grundlag 2, skal lønart 55375 oprettes på MA med 100% og lønart 55375 skal oprettes på lønartstype 6001 med +0.",
1200,1200,Overenskomst pr. 1/3 - Beløb (OBS! trækker beløbet i fritvalg),VARIABEL,"Beløb,",,"1,2,3,4,5,6",,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,332,332","11-Beløb, ",,
1201,1201,Overenskomst pr. 1/3 - T*S (OBS! trækker beløbet i fritvalg),VARIABEL,"Timer / enhed,Sats,",,"1,2,3,4,5,6",,Ja,,,Nej,Nej,Nej,Før,,13,,"13,332,332","9-Timer / enhed,10-Sats,",,"Overenskomst pr. 1/3 - T*S, Timeløn, Rejsebonus/Flyvninger"
1202,1202,Overenskomst pr. 1/3 - T*(S) (OBS! trækker beløbet i fritvalg),VARIABEL,"Timer / enhed,",Res1202,"1,2,3,4,5,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,332","9-Timer / enhed, ",,"Overenskomst pr. 1/3 - T*(S), Ventepenge, Vagttelefon"
1204,1204,Overenskomst modregn.Beløb (OBS! trækker beløbet i fritvalg),VARIABEL,"Beløb,",,,,Nej,,,Nej,Nej,Nej,,Tillæg,,,,"11-Beløb, ",,
1205,1205,Kørepenge / Timeløn 75%,VARIABEL,"Antal timer,",Res1205,"2,3,4,6",,Ja,,,Ja,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,232","9-Antal timer, ",,
1210,1210,Timeløn / anciennitet,VARIABEL,"Antal timer,",Opslagstabel OPSANC01 og Res ANC01-ANC10,"2,3,4,6",,Ja,,,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,"Timeløn / anciennitet, Timeløn / anciennitet, Timeløn NAT Jyderup"
1211,1211,Tillæg beløb / anciennitet,VARIABEL,,Opslagstabel OPSANC02 og Res ANC01-ANC10,"2,3,6",,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,332,2020",,,
1214,1214,Tillæg beløb / anciennitet,FAST,,Opslagstabel OPSANC04 og Res ANC01-ANC10,"2,3,6",,Ja,Ja,,Nej,Nej,Nej,Før,Tillæg,13,,"13,332,2020",,,
1215,1215,Timeløn / anciennitet,FAST,"Antal timer,",Opslagstabel OPSANC05 og Res ANC01-ANC10,"2,3,4,6",,Ja,Ja,,Nej,Ja,Ja,Før,Tillæg,"200,13, ",,"10,13,210,332,2020","9-Antal timer, ",,
1240,1240,Fast Skifteholdstillæg pct.,FAST,,Res1270,,,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,35",,Beregner pct af månedsløn,
1241,1241,Skifteholdstillæg reg.,VARIABEL,,,,,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,35",,,
1250,1250,Timeløn Tillæg / Input,VARIABEL,"Antal timer,",Opslagstabel OPSINP01 og Res INP01-INP10,"2,3,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","9-Antal timer, ",,
1251,1251,Timeløn Tillæg / Input,FAST,"Antal timer,",Opslagstabel OPSINP01 og Res INP01-INP10,"2,3,6",,Ja,Ja,,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","9-Antal timer, ",,
1252,1252,Timeløn Tillæg / Input,FAST,"Antal, sats",,,,Ja,Ja,,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020","9-Enhed,10-Sats,",Beregnet sats fra denne lønart udløses af input timer fra lønart 1100/1101,
1270,1270,Personligt timetillæg 1,STILLINGSKATEGORI,,Res1270/Pers9913,"2,3,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020",,,
1271,1271,Personligt timetillæg 2,STILLINGSKATEGORI,,Res1271/Pers9914,"2,3,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020",,,
1272,1272,Personligt timetillæg 3,STILLINGSKATEGORI,,Res1272/Pers9915,"2,3,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020",,,
1273,1273,Personligt timetillæg 4,STILLINGSKATEGORI,,Res1273/Pers9916,"2,3,6",,Ja,,,Ja,Nej,Nej,Før,Tillæg,13,,"13,332,2020",,,
1274,1274,Personligt timetillæg 5 anc.,STILLINGSKATEGORI,,Opslagstabel OPSANC74,"2,3,6",,Ja,,,Nej,Nej,Nej,Før,Tillæg,13,,"13,332,2020",,,
